"Sec","Code","Course (hr, crd)","Description","Day","Time","Instructor","Location","Enrolled","Limit","Mode of Instruction",
"01","41740","ANTH 270 (3, 3)","Human Disease","T, TH","10:45 AM - 12:00 PM","Meswick, Susan","RZ 347","25","25","In-Person",
"01","42221","ANTH 272 (3, 3)","Human Skeleton","T, TH","12:15 PM - 1:30 PM","Plummer, Thomas","PH 311","17","17","In-Person",
"02","47787","ANTH 279 (3, 3)","Vt:Topics Biol Anth","W","6:30 PM - 9:20 PM","Baker, Mitchell","CD 134","3","5","In-Person",
"01","42167","ANTH 289 (3, 3)","Tpcs Ling Anth","T, TH","9:15 AM - 10:30 AM","Schmitt, Doreen","PH 114","15","15","In-Person",
"01","41524","ANTH 290W (3, 3)","Topics In Anthro","M, W","10:45 AM - 12:00 PM","Elisha, Omri","PH 114","17","20","In-Person",
"02","85643","ANTH 2953 (3, 3)","Ind Std -Anth","&nbsp;"," - ","Perez, Ramona"," ","0","1","In-Person",
"01","80706","ANTH 2953 (3, 3)","Ind Std -Anth","&nbsp;"," - ","Perez, Ramona"," ","0","1","In-Person",
"01","41580","ANTH 354 (3, 3)","Time","M, W","1:40 PM - 2:55 PM","Birth, Kevin","PH 351","19","16","In-Person",
"01","41705","ANTH 370 (3, 3)","Seminar In Biological Anthro","M, W","3:10 PM - 4:25 PM","Madimenos, Felicia","PH 311","18","20","In-Person",
"01","42233","ANTH 375 (3, 3)","The Human-Primate Interface","T, TH","1:40 PM - 2:55 PM","Swedell, Larissa","PH 311","15","17","In-Person",
"01","41587","ANTH 380 (3, 3)","Seminar In Linguistic Anthro","M, W","3:10 PM - 4:25 PM","Makihara, Miki","PH 351","20","25","In-Person",
"01","84773","ANTH 390 (3, 3)","Senior Honor Thesis","&nbsp;"," - ","Birth, Kevin"," ","1","1","In-Person",
"02","84617","ANTH 3953 (3, 3)","Directed Studies","&nbsp;"," - ","Plummer, Thomas"," ","1","1","In-Person",
"01","80667","ANTH 3953 (3, 3)","Directed Studies","&nbsp;"," - ","Strassler, Karen"," ","3","1","In-Person",
"04","85148","ANTH 3953 (3, 3)","Directed Studies","&nbsp;"," - ","Collins, John"," ","0","1","In-Person",
"03","84951","ANTH 3953 (3, 3)","Directed Studies","&nbsp;"," - ","Collins, John"," ","1","35","In-Person",
"01","42299","ARAB 101 (4, 4)","Elem Arabic 1","T, TH","10:05 AM - 11:55 AM","Abdelghany, Hala","RA 214","36","25","In-Person",
"01","42301","ARAB 203 (3, 3)","Interm Arabic 1","T, TH","12:15 PM - 1:30 PM","Abdelghany, Hala","RA 214","24","25","In-Person",
"03","39860","ARTH 001 (3, 3)","Introduction To Art","M","5:00 PM - 7:50 PM","Bucilla, Drew","KP 401","51","50","In-Person",
"01","39753","ARTH 001 (3, 3)","Introduction To Art","T","1:40 PM - 4:30 PM","Clark, William","KP 403","50","50","In-Person",
"02","39756","ARTH 001 (3, 3)","Introduction To Art","TH","1:40 PM - 4:30 PM","Clark, William","KP 403","50","50","In-Person",
"01","39749","ARTH 101 (3, 3)","Hist Of Western Art 1","M","1:40 PM - 4:30 PM","Vischak, Deborah","KP 401","50","50","In-Person",
"02","39856","ARTH 101 (3, 3)","Hist Of Western Art 1","F","1:40 PM - 4:30 PM","Krest, Eileen","KP 401","50","50","In-Person",
"03","39859","ARTH 101 (3, 3)","Hist Of Western Art 1","SU","1:00 PM - 4:00 PM","Burnham, Mary","KP 403","17","50","In-Person",
"02","39861","ARTH 102 (3, 3)","Hist Western Art 2","W","5:00 PM - 7:50 PM","Mckee, Yates","KP 401","50","50","In-Person",
"01","39853","ARTH 102 (3, 3)","Hist Western Art 2","W","1:40 PM - 4:30 PM","Mckee, Yates","KP 401","55","50","In-Person",
"01","41875","ARTH 110 (3, 3)","Survey Ancient Art","W","9:10 AM - 12:00 PM","Nelson, Michael","KP 403","41","40","In-Person",
"02","41878","ARTH 110 (3, 3)","Survey Ancient Art","TH","9:10 AM - 12:00 PM","Nelson, Michael","KP 403","50","50","In-Person",
"01","39758","ARTH 114 (3, 3)","Survey Of Asian Art","F","9:10 AM - 12:00 PM","Krest, Eileen","KP 401","50","50","In-Person",
"01","39854","ARTH 206 (3, 3)","Art Classical Greece","W","1:40 PM - 4:30 PM","Nelson, Michael","KP 403","42","50","In-Person",
"01","39741","ARTH 211 (3, 3)","Early Christian/Byzt","T, TH","12:15 PM - 1:30 PM","Woodfin, Warren","KP 403","37","50","In-Person",
"01","40805","ARTH 220 (3, 3)","Renaiss Art &amp; Modernity","T","1:40 PM - 4:30 PM","Saslow, James","KP 404","40","40","In-Person",
"01","39855","ARTH 234 (3, 3)","Baroque Art In Italy","TH","1:40 PM - 4:30 PM","Nici, John","KP 401","39","50","In-Person",
"01","39862","ARTH 246 (3, 3)","Eur Art, 1789-1848","TH","5:00 PM - 7:50 PM","Nici, John","KP 401","16","50","In-Person",
"01","39737","ARTH 251 (3, 3)","Us Art: Colonial-1900","T","9:10 AM - 12:00 PM","Zeuschner, Margaret","KP 404","35","40","In-Person",
"01","39858","ARTH 252 (3, 3)","Us Art: 1900-1970","S","1:00 PM - 4:00 PM","Suchma, Sharon","KP 403","9","50","In-Person",
"01","39751","ARTH 255 (3, 3)","Late Mod/Contemp Art","M","1:40 PM - 4:30 PM","Powers, Edward","KP 403","30","50","In-Person",
"01","39857","ARTH 258 (3, 3)","Hist Of Photography","F","1:40 PM - 4:30 PM","Suchma, Sharon","KP 403","47","47","In-Person",
"01","40808","ARTH 300 (3, 3)","Sr Coll: Art Hist Mthds","M","6:00 PM - 7:40 PM","Powers, Edward","KP 403","11","15","In-Person",
"01","41179","ARTH 3201 (1, 1)","Internship: Art Hist","&nbsp;"," - ",", "," ","0","1","In-Person",
"01","41183","ARTH 3203 (3, 3)","Internship: Art Hist","&nbsp;"," - ",", "," ","0","1","In-Person",
"01","41184","ARTH 330 (6, 3)","Special Problems","&nbsp;"," - ",", "," ","0","1","In-Person",
"01","40841","ARTH 503 (3, 3)","Vt: Medievalart","TH","6:00 PM - 7:40 PM","Clark, William","KP 403","5","15","In-Person",
"01","40815","ARTH 505 (3, 3)","Vt: Modern Art","T","6:00 PM - 7:40 PM","Sund, Judy","KP 403","3","15","In-Person",
"01","40811","ARTH 740 (2, 3)","Art History Methods Colloquium","M","6:00 PM - 7:40 PM","Powers, Edward","KP 403","12","15","In-Person",
"01","40812","ARTH 7456 (2, 3)","Studies in 18th-Century Art","T","6:00 PM - 7:40 PM","Sund, Judy","KP 403","6","15","In-Person",
"01","40836","ARTH 7521 (2, 3)","Seminar in Medieval Art","TH","6:00 PM - 7:40 PM","Clark, William","KP 403","9","15","In-Person",
"01","41188","ARTH 7601 (3, 3)","Special Problems in Ancient Ar","&nbsp;"," - ",", "," ","0","1","In-Person",
"01","41197","ARTH 7602 (3, 3)","Special Problems in Medieval A","&nbsp;"," - ",", "," ","0","1","In-Person",
"01","41199","ARTH 7603 (3, 3)","Special Problems in Renaissanc","&nbsp;"," - ",", "," ","0","1","In-Person",
"01","41202","ARTH 7604 (3, 3)","Special Problems in Baroque Ar","&nbsp;"," - ",", "," ","0","1","In-Person",
"01","41203","ARTH 7605 (3, 3)","Special Problems in Modern Art","&nbsp;"," - ",", "," ","0","1","In-Person",
"01","41206","ARTH 7606 (3, 3)","Special Problems in American A","&nbsp;"," - ",", "," ","0","1","In-Person",
"01","41270","ARTH 7607 (3, 3)","Special Problems in Photograph","&nbsp;"," - ",", "," ","0","1","In-Person",
"01","41272","ARTH 7608 (3, 3)","Special Problems in Asian Art","&nbsp;"," - ",", "," ","0","1","In-Person",
"01","41277","ARTH 7609 (3, 3)","Special Problems in Art of Ame","&nbsp;"," - ",", "," ","0","1","In-Person",
"01","41278","ARTH 790 (3, 3)","Thesis","&nbsp;"," - ","Nelson, Michael"," ","1","1","In-Person",
"03","85362","ARTH 790 (3, 3)","Thesis","&nbsp;"," - ","Sund, Judy"," ","1","1","In-Person",
"02","84366","ARTH 790 (3, 3)","Thesis","&nbsp;"," - ","Powers, Edward"," ","1","1","In-Person",
"01","41262","ARTS 150 (4, 3)","Fundamentals Of Art","W","10:00 AM - 1:50 PM","Cohen, Nancy","KP 481","18","18","In-Person",
"02","41654","ARTS 150 (4, 3)","Fundamentals Of Art","W","8:10 AM - 12:00 PM","Mitchell, Tyrone","KP 284","18","18","In-Person",
"01","41134","ARTS 151 (4, 3)","Drawing 1","F","10:00 AM - 1:50 PM","Crowe, Susan","KP 483","18","18","In-Person",
"03","41671","ARTS 151 (4, 3)","Drawing 1","W","2:00 PM - 5:50 PM","Cohen, Nancy","KP 483","18","18","In-Person",
"7","83303","ARTS 151 (4, 3)","Drawing 1","W","2:00 PM - 5:50 PM","Priestly, Debra","KP 481","17","18","In-Person",
"07","45159","ARTS 151 (4, 3)","Drawing 1","T","10:00 AM - 1:50 PM","Kauper, Kurt","KP 483","18","18","In-Person",
"02","41166","ARTS 151 (4, 3)","Drawing 1","T","6:00 PM - 9:50 PM","Adams, Emily","KP 483","18","16","In-Person",
"01","39583","ARTS 157 (4, 3)","Digital Moviemaking 1","F","2:00 PM - 5:50 PM","Loftus, Grace","IB 213","18","18","In-Person",
"06","81053","ARTS 161 (4, 3)","Painting 1","TH","10:00 AM - 1:50 PM","Kauper, Kurt","KP 463","18","18","In-Person",
"04","41700","ARTS 161 (4, 3)","Painting 1","W","1:40 PM - 5:30 PM","Goldberg, Glenn","KP 463","16","16","In-Person",
"05","41850","ARTS 161 (4, 3)","Painting 1","M","1:40 PM - 5:30 PM","Cohen, Arthur","KP 461","16","16","In-Person",
"02","41121","ARTS 161 (4, 3)","Painting 1","TH","10:00 AM - 1:50 PM","Bernstein, Judith","KP 461","17","16","In-Person",
"01","41107","ARTS 161 (4, 3)","Painting 1","S","8:00 AM - 12:00 PM","Adams, Emily","KP 463","16","16","In-Person",
"03","41173","ARTS 161 (4, 3)","Painting 1","TH","6:00 PM - 9:50 PM","Barbeito, Pedro","KP 463","16","16","In-Person",
"01","39701","ARTS 165 (4, 3)","Digital Imagemaking","SU","8:00 AM - 12:00 PM","Mintz, Thomas","KP 107","18","18","In-Person",
"02","41151","ARTS 165 (4, 3)","Digital Imagemaking","T","10:00 AM - 1:50 PM","Dodson, Laura","IB 213","18","18","In-Person",
"03","41163","ARTS 165 (4, 3)","Digital Imagemaking","F","10:00 AM - 1:50 PM","Greco, Matthew","IB 213","20","18","In-Person",
"05","83929","ARTS 165 (4, 3)","Digital Imagemaking","W","8:10 AM - 12:00 PM","Mintz, Thomas","IB 212","9","5","In-Person",
"04","41239","ARTS 165 (4, 3)","Digital Imagemaking","M","1:40 PM - 5:30 PM","Mesa-Pelly, Deborah","IB 212","16","16","In-Person",
"03","39603","ARTS 171 (4, 3)","Color And Design I","TH","10:00 AM - 1:50 PM","Karol, Diane","KP 481","19","18","In-Person",
"02","39600","ARTS 171 (4, 3)","Color And Design I","TH","2:00 PM - 5:50 PM","Karol, Diane","KP 481","18","18","In-Person",
"01","39593","ARTS 171 (4, 3)","Color And Design I","F","10:00 AM - 1:50 PM","Loftus, Grace","KP 481","18","18","In-Person",
"05","39711","ARTS 171 (4, 3)","Color And Design I","S","1:00 PM - 5:00 PM","Sayles, Elizabeth","KP 481","18","18","In-Person",
"04","39708","ARTS 171 (4, 3)","Color And Design I","SU","8:00 AM - 12:00 PM","Zender, Daniel","KP 481","18","18","In-Person",
"02","41674","ARTS 176 (4, 3)","Photography 1","TH","2:00 PM - 5:50 PM","Gonzalez, Antonio","KP 140","18","18","In-Person",
"02","41229","ARTS 182 (4, 3)","Intro To Sculpture","F","2:00 PM - 5:50 PM","Sureck, Suzy","KP 263","16","16","In-Person",
"04","41679","ARTS 182 (4, 3)","Intro To Sculpture","T","2:00 PM - 5:50 PM","Sholette, Gregory","KP 263","17","16","In-Person",
"01","41224","ARTS 182 (4, 3)","Intro To Sculpture","M","8:10 AM - 12:00 PM","Lieb, Nathaniel","KP 263","17","16","In-Person",
"05","41682","ARTS 182 (4, 3)","Intro To Sculpture","W","1:40 PM - 5:30 PM","Mitchell, Tyrone","KP 284","16","16","In-Person",
"03","41677","ARTS 182 (4, 3)","Intro To Sculpture","M","1:40 PM - 5:30 PM","Lieb, Nathaniel","KP 263","16","16","In-Person",
"01","41283","ARTS 185 (4, 3)","Contemp Art","F","10:00 AM - 1:50 PM","Sureck, Suzy","KP 672","18","18","In-Person",
"04","47822","ARTS 186 (4, 3)","Ceramics 1","W","8:10 AM - 12:00 PM","Nolen, Thirwell","KP 181","12","12","In-Person",
"02","41940","ARTS 186 (4, 3)","Ceramics 1","T","10:00 AM - 1:50 PM","Ho, Sin-Ying","KP 181","15","16","In-Person",
"01","41265","ARTS 186 (4, 3)","Ceramics 1","W","1:40 PM - 5:30 PM","Nolen, Thirwell","KP 181","23","18","In-Person",
"01","39608","ARTS 187 (4, 3)","Graphic Novel I","M","1:40 PM - 5:30 PM","Thurber, Matthew","KP 481","19","18","In-Person",
"02","39716","ARTS 187 (4, 3)","Graphic Novel I","SU","8:00 AM - 12:00 PM","Martinez, Andres","IB 212","11","10","In-Person",
"01","39717","ARTS 188 (4, 3)","Vt: Illustration 1","SU","8:00 AM - 12:00 PM","Lee, Hye Su","IB 213","16","16","In-Person",
"02","39721","ARTS 188 (4, 3)","Vt: Illustration 1","S","8:00 AM - 12:00 PM","Sayles, Elizabeth","KP 481","18","18","In-Person",
"02","79138","ARTS 189 (4, 3)","Web Design 1","M","8:10 AM - 12:00 PM","Marzec, Amelia","IB 201","18","18","In-Person",
"01","39610","ARTS 189 (4, 3)","Web Design 1","M","1:40 PM - 5:30 PM","Marzec, Amelia","IB 203","19","18","In-Person",
"04","39726","ARTS 191 (4, 3)","Basic Software Graph Des","S","8:00 AM - 12:00 PM","Ronquillo, Marc","IB 213","19","18","In-Person",
"02","39613","ARTS 191 (4, 3)","Basic Software Graph Des","T","10:00 AM - 1:50 PM","Rho, Yisun","IB 212","19","18","In-Person",
"01","39611","ARTS 191 (4, 3)","Basic Software Graph Des","F","10:00 AM - 1:50 PM","Rho, Yisun","IB 212","19","18","In-Person",
"03","39724","ARTS 191 (4, 3)","Basic Software Graph Des","S","1:00 PM - 5:00 PM","Krach, Aaron","IB 213","18","18","In-Person",
"05","83619","ARTS 191 (4, 3)","Basic Software Graph Des","S","8:00 AM - 12:00 PM","Tenzer Santoro, Emily","IB 201","19","18","In-Person",
"03","39733","ARTS 193 (4, 3)","Vt: Intro Digital Anim","SU","1:00 PM - 5:00 PM","Khaimov, Alexey","IB 203","18","18","In-Person",
"02","39616","ARTS 193 (4, 3)","Vt: Intro Digital Anim","W","1:40 PM - 5:30 PM","Grella, Dustin","IB 213","18","18","In-Person",
"01","39614","ARTS 193 (4, 3)","Vt: Intro Digital Anim","W","6:00 PM - 9:50 PM","Hamlin, Peter","IB 213","19","18","In-Person",
"01","79141","ARTS 195 (4, 3)","Photoshop Basics","F","10:00 AM - 1:50 PM","Zender, Daniel","IB 201","18","18","In-Person",
"02","39735","ARTS 211 (4, 3)","Intro to Adobe Illustrator","SU","1:00 PM - 5:00 PM","Ackerman, Judith","IB 213","16","16","In-Person",
"01","39617","ARTS 211 (4, 3)","Intro to Adobe Illustrator","TH","2:00 PM - 5:50 PM","Ackerman, Judith","IB 213","18","18","In-Person",
"01","39619","ARTS 213 (4, 3)","Vt: 3d Modeling","TH","2:00 PM - 5:50 PM","Voldman, Benjamin","IB 212","20","18","In-Person",
"01","39624","ARTS 215 (4, 3)","2d Animation","M","8:10 AM - 12:00 PM","Thurber, Matthew","KP 481","18","18","In-Person",
"01","41252","ARTS 225 (4, 3)","Digital Imagemaking 2","W","8:10 AM - 12:00 PM","Mintz, Thomas","IB 212","9","18","In-Person",
"1","83930","ARTS 235 (4, 3)","Digital Imagemaking 3","W","8:10 AM - 12:00 PM","Mintz, Thomas","IB 212","1","2","In-Person",
"04","45162","ARTS 240 (4, 3)","Drawing 2","TH","2:00 PM - 5:50 PM","Bernstein, Judith","KP 483","17","18","In-Person",
"01","41139","ARTS 240 (4, 3)","Drawing 2","F","2:00 PM - 5:50 PM","Crowe, Susan","KP 481","17","18","In-Person",
"03","39742","ARTS 241 (4, 3)","Graphic Design 1","S","8:00 AM - 12:00 PM","Pearlberg, Sarah","IB 212","18","18","In-Person",
"01","39628","ARTS 241 (4, 3)","Graphic Design 1","F","2:00 PM - 5:50 PM","Dot Sayos, Arnau","KP 107","18","18","In-Person",
"02","39630","ARTS 241 (4, 3)","Graphic Design 1","W","1:40 PM - 5:30 PM","Moretti, Jesselisa","KP 107","20","18","In-Person",
"04","39744","ARTS 242 (4, 3)","Typography 1","SU","1:00 PM - 5:00 PM","Pang, An Shuan","KP 107","15","18","In-Person",
"03","39635","ARTS 242 (4, 3)","Typography 1","T","10:00 AM - 1:50 PM","Shaw, Susan","IB 203","17","18","In-Person",
"02","39634","ARTS 242 (4, 3)","Typography 1","TH","10:00 AM - 1:50 PM","Shaw, Susan","IB 213","18","18","In-Person",
"01","39631","ARTS 242 (4, 3)","Typography 1","W","8:10 AM - 12:00 PM","Weinstein, Kathryn","KP 107","18","18","In-Person",
"02","39640","ARTS 243 (4, 3)","Color &amp; Design 2","T","10:00 AM - 1:50 PM","Smith, Ryan","IB 201","18","18","In-Person",
"03","39750","ARTS 243 (4, 3)","Color &amp; Design 2","S","1:00 PM - 5:00 PM","Balnova, Natalya","KP 107","17","18","In-Person",
"01","39638","ARTS 243 (4, 3)","Color &amp; Design 2","T","2:00 PM - 5:50 PM","Smith, Ryan","KP 107","17","17","In-Person",
"01","39641","ARTS 245 (4, 3)","Typography 2","M","8:00 AM - 12:00 PM","Waters, Catherine","KP 107","19","18","In-Person",
"03","39755","ARTS 245 (4, 3)","Typography 2","SU","1:00 PM - 5:00 PM","Wu, Esther","IB 212","16","18","In-Person",
"02","39645","ARTS 245 (4, 3)","Typography 2","M","1:40 PM - 5:30 PM","Waters, Catherine","KP 107","18","18","In-Person",
"03","39760","ARTS 246 (4, 3)","Graphic Design 2","S","1:00 PM - 5:00 PM","Tenzer Santoro, Emily","IB 212","7","9","In-Person",
"02","39651","ARTS 246 (4, 3)","Graphic Design 2","W","8:10 AM - 12:00 PM","Moretti, Jesselisa","IB 213","18","18","In-Person",
"01","39648","ARTS 246 (4, 3)","Graphic Design 2","F","10:00 AM - 1:50 PM","Salcer, Alana","KP 107","14","18","In-Person",
"01","39768","ARTS 247 (4, 3)","Graphic Novel 2","SU","8:00 AM - 12:00 PM","Martinez, Andres","IB 212","6","6","In-Person",
"02","39781","ARTS 248 (4, 3)","Book Design and Production","S","8:00 AM - 12:00 PM","Krach, Aaron","KP 107","16","16","In-Person",
"01","76697","ARTS 248 (4, 3)","Book Design and Production","M","8:10 AM - 12:00 PM","Balnova, Natalya","IB 213","19","18","In-Person",
"02","47739","ARTS 253 (4, 3)","Drawing 3","TH","10:00 AM - 1:50 PM","Priestly, Debra","KP 483","11","18","In-Person",
"01","41843","ARTS 253 (4, 3)","Drawing 3","T","2:00 PM - 5:50 PM","Cohen, Arthur","KP 461","14","16","In-Person",
"01","41186","ARTS 254 (4, 3)","Spec Proj Drawing","T","6:00 PM - 9:50 PM","Adams, Emily","KP 483","1","1","In-Person",
"02","41256","ARTS 254 (4, 3)","Spec Proj Drawing","W","2:00 PM - 5:50 PM","Cohen, Nancy","KP 483","2","1","In-Person",
"03","41687","ARTS 254 (4, 3)","Spec Proj Drawing","TH","10:00 AM - 1:50 PM","Priestly, Debra","KP 483","1","1","In-Person",
"04","41688","ARTS 254 (4, 3)","Spec Proj Drawing","T","10:00 AM - 1:50 PM","Kauper, Kurt","KP 483","1","1","In-Person",
"03","41938","ARTS 256 (4, 3)","Spec Proj Painting","T","10:00 AM - 1:50 PM","Goldberg, Glenn","KP 463","7","1","In-Person",
"04","45174","ARTS 256 (4, 3)","Spec Proj Painting","TH","2:00 PM - 5:50 PM","Priestly, Debra","KP 463","1","1","In-Person",
"05","81054","ARTS 256 (4, 3)","Spec Proj Painting","TH","10:00 AM - 1:50 PM","Kauper, Kurt","KP 463","1","1","In-Person",
"02","41181","ARTS 256 (4, 3)","Spec Proj Painting","TH","6:00 PM - 9:50 PM","Barbeito, Pedro","KP 463","1","1","In-Person",
"01","41114","ARTS 256 (4, 3)","Spec Proj Painting","TH","10:00 AM - 1:50 PM","Bernstein, Judith","KP 461","3","1","In-Person",
"01","39782","ARTS 259 (4, 3)","Illustration 2","SU","1:00 PM - 5:00 PM","Martinez, Andres","KP 481","12","12","In-Person",
"02","41697","ARTS 260 (4, 3)","Painting 2","T","10:00 AM - 1:50 PM","Goldberg, Glenn","KP 463","11","16","In-Person",
"03","41766","ARTS 260 (4, 3)","Painting 2","TH","2:00 PM - 5:50 PM","Priestly, Debra","KP 463","11","11","In-Person",
"02","45168","ARTS 264 (4, 3)","Painting 3","T","2:00 PM - 5:50 PM","Goldberg, Glenn","KP 463","14","16","In-Person",
"03","45170","ARTS 264 (4, 3)","Painting 3","TH","2:00 PM - 5:50 PM","Priestly, Debra","KP 463","3","5","In-Person",
"01","41760","ARTS 282 (4, 3)","Vt: Ceramics 2","M","1:40 PM - 5:30 PM","Ho, Sin-Ying","KP 181","11","10","In-Person",
"02","41935","ARTS 283 (4, 3)","Vt: Sculpture 2","T","10:00 AM - 1:50 PM","Connor, Maureen","KP 263","11","9","In-Person",
"02","41937","ARTS 284 (4, 3)","Sculpture 3","T","10:00 AM - 1:50 PM","Connor, Maureen","KP 263","2","9","In-Person",
"01","39792","ARTS 286 (4, 3)","Interaction Design","S","1:00 PM - 5:00 PM","Tenzer Santoro, Emily","IB 212","10","9","In-Person",
"01","71230","ARTS 288 (4, 3)","Spec Proj Sculpture","F","10:00 AM - 1:50 PM","Alwin, Elizabeth","KP 281","7","14","In-Person",
"01","39659","ARTS 290 (4, 3)","Motion Graphics","F","2:00 PM - 5:50 PM","Salcer, Alana","IB 212","20","18","In-Person",
"01","79845","ARTS 345 (4, 3)","Graphic Design 3","TH","10:00 AM - 1:50 PM","Derosa, Andrew","KP 107","3","3","In-Person",
"02","39666","ARTS 345 (4, 3)","Graphic Design 3","M","1:40 PM - 5:30 PM","Derosa, Andrew","IB 213","19","15","In-Person",
"03","39786","ARTS 345 (4, 3)","Graphic Design 3","F","6:30 PM - 10:30 PM","Dot Sayos, Arnau","KP 107","18","18","In-Person",
"01","39793","ARTS 347 (4, 3)","Graphic Novel 3","SU","8:00 AM - 12:00 PM","Martinez, Andres","IB 212","1","1","In-Person",
"01","41751","ARTS 350 (4, 3)","Vt: Comparative Analysis","T","2:00 PM - 5:50 PM","Connor, Maureen","KP 174","18","16","In-Person",
"01","39795","ARTS 359 (4, 3)","Illustration 3","SU","1:00 PM - 5:00 PM","Martinez, Andres","KP 481","3","6","In-Person",
"01","41763","ARTS 369 (4, 3)","Vt: Ceramics 3","M","1:40 PM - 5:30 PM","Ho, Sin-Ying","KP 181","7","8","In-Person",
"07","83158","ARTS 370 (4, 3)","Vt: Special Topics Design","T","2:00 PM - 5:50 PM","Smith, Ryan","KP 107","1","1","In-Person",
"01","39673","ARTS 370 (4, 3)","Vt: Special Topics Design","TH","10:00 AM - 1:50 PM","Voldman, Benjamin","IB 212","17","17","In-Person",
"02","39676","ARTS 370 (4, 3)","Vt: Special Topics Design","TH","2:00 PM - 5:50 PM","Salcer, Richard","KP 107","19","18","In-Person",
"03","39679","ARTS 370 (4, 3)","Vt: Special Topics Design","TH","10:00 AM - 1:50 PM","Derosa, Andrew","KP 107","11","11","In-Person",
